ProjectName,SampleNumber,StudySite,Date,Time,GPSLatitude,GPSLongitude,GearType,AreaSampled,FieldSalinity_in_ppt,LaboratorySalinity_in_ppt,WaterTemperature_in_°C,Dissolved_Oxygen_in_ppm,Turbidity_in_NTU's,Distance_to_Marsh_Edge_in_m,Distance_to_Seagrass_Edge_in_m,Inside_Depth_One_in_cm,Inside_Depth_Two_in_cm,Inside_Depth_Three_in_cm,Inside_Depth_Four_in_cm,Inside_Depth_Five_in_cm,GeneralHabitat,PhysicalHabitat,DominantPlantSpecies,MarshSeagrassType,MiscDescriptor,GeneralHabitatComments,PlantBiomass_in_grams,PlantWetBiomass_in_grams,PlantDryBiomass_in_grams,StemCount,VegCover,PlantComments
Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-35,Wisner Wildlife Mgmt area,4/26/2005,12:08 PM,29.2168,-90.1037,1,1,22,23,22.10000038,7,272,46,-999,64,68,70,69,69,Open water,Nonvegetated,Nonvegetated,Natural,SNB50,,,,,0,0,
Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-36,Wisner Wildlife Mgmt area,4/26/2005,1:43 PM,29.2164,-90.1191,1,1,21,24,21.70000076,6.800000191,396,22,-999,103,103,106,107,104,Open water,Nonvegetated,Nonvegetated,Natural,SNB20,,,,,0,0,
Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-37,Wisner Wildlife Mgmt area,4/26/2005,2:29 PM,29.2224,-90.1277,1,1,20,20,22.60000038,8,99.19999695,22,-999,75,75,75,75,75,Open water,Nonvegetated,Nonvegetated,Natural,SNB20,,,,,0,0,
Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-38,Wisner Wildlife Mgmt area,4/26/2005,3:01 PM,29.2256,-90.1343,1,1,20,22,22.89999962,7.400000095,124,1,-999,35,38,38,39,40,Open water,Nonvegetated,Nonvegetated,Natural,SNB1,,,,,0,0,
Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-39,Wisner Wildlife Mgmt area,4/26/2005,3:53 PM,29.2383,-90.1335,1,1,19,23,23.89999962,5.900000095,177,4.300000191,-999,40,42,42,44,42,Open water,Nonvegetated,Nonvegetated,Natural,SNB5,,,,,0,0,
Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-40,Wisner Wildlife Mgmt area,4/27/2005,11:55 AM,29.2095,-90.1291,1,1,20,24,22.70000076,6.699999809,82.69999695,51,-999,140,140,140,140,140,Open water,Nonvegetated,Nonvegetated,Natural,SNB50,,,,,0,0,
Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-41,Wisner Wildlife Mgmt area,4/27/2005,1:02 PM,29.1844,-90.1112,1,1,20,24,22.89999962,6.099999905,318,47,-999,138,136,136,138,135,Open water,Nonvegetated,Nonvegetated,Natural,SNB50,,,,,0,0,
Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-42,Wisner Wildlife Mgmt area,4/27/2005,1:50 PM,29.1914,-90.1381,1,1,20,24,23.10000038,6.400000095,94.59999847,53,-999,140,140,140,140,140,Open water,Nonvegetated,Nonvegetated,Natural,SNB50,,,,,0,0,
Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-43,Wisner Wildlife Mgmt area,4/27/2005,2:35 PM,29.1752,-90.177,1,1,20,23,25.20000076,6.400000095,133.8000031,22,-999,70,73,75,76,77,Open water,Nonvegetated,Nonvegetated,Natural,SNB20,,,,,0,0,
Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-44,Wisner Wildlife Mgmt area,4/27/2005,3:17 PM,29.1711,-90.1793,1,1,18,22,25.70000076,7,136,20,-999,76,76,77,78,78,Open water,Nonvegetated,Nonvegetated,Natural,SNB20,,,,,0,0,
Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-45,Wisner Wildlife Mgmt area,4/27/2005,3:48 PM,29.1812,-90.1798,1,1,16,22,26.10000038,7.099999905,281,51,-999,74,75,76,76,77,Open water,Nonvegetated,Nonvegetated,Natural,SNB50,,,,,0,0,
Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-46,Wisner Wildlife Mgmt area,4/27/2005,5:04 PM,29.1888,-90.1737,1,1,19,21,26,6.5,183,6.699999809,-999,72,73,77,77,74,Open water,Nonvegetated,Nonvegetated,Natural,SNB5,,,,,0,-999,Some SAV present: Ruppia
Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-47,Wisner Wildlife Mgmt area,4/27/2005,6:07 PM,29.2507,-90.1152,1,1,19,21,25.29999924,7,466,54,-999,92,96,97,98,98,Open water,Nonvegetated,Nonvegetated,Natural,SNB50,,,,,0,0,
Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-48,Wisner Wildlife Mgmt area,4/28/2005,12:12 PM,29.2553,-90.1194,1,1,18,19,23.39999962,5.599999905,232,19,-999,90,90,98,92,90,Open water,Nonvegetated,Nonvegetated,Natural,SNB20,,,,,0,0,
Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-49,Wisner Wildlife Mgmt area,4/28/2005,12:49 PM,29.2534,-90.1067,1,1,18,19,24.39999962,6.199999809,257,6,-999,33,33,34,34,35,Open water,Nonvegetated,Nonvegetated,Natural,SNB5,,,,,0,0,
Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-50,Wisner Wildlife Mgmt area,4/28/2005,1:15 PM,29.2433,-90.1055,1,1,19,20,25.70000076,6.800000191,54.59999847,19,-999,49,50,51,51,53,Open water,Nonvegetated,Nonvegetated,Natural,SNB20,,,,,0,0,
Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-51,Wisner Wildlife Mgmt area,4/28/2005,1:34 PM,29.2478,-90.1164,1,1,20,21,25.20000076,6.300000191,425,7,-999,50,50,49,47,50,Open water,Nonvegetated,Nonvegetated,Natural,SNB5,Lots of oyster,,,,0,0,
Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-52,Wisner Wildlife Mgmt area,4/28/2005,1:56 PM,29.242,-90.1212,1,1,17,21,24.70000076,6.400000095,312,5,-999,48,50,50,51,53,Open water,Nonvegetated,Nonvegetated,Natural,SNB5,,,,,0,0,
Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-53,Wisner Wildlife Mgmt area,4/28/2005,2:25 PM,29.2236,-90.1211,1,1,19,24,24.79999924,6.5,391,48,-999,105,105,106,106,107,Open water,Nonvegetated,Nonvegetated,Natural,SNB50,,,,,0,-999,Some SAV present: Ruppia
Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-54,Wisner Wildlife Mgmt area,4/28/2005,3:26 PM,29.2028,-90.1417,1,1,21,23,26.39999962,6.599999905,541,21,-999,68,68,70,70,67,Open water,Nonvegetated,Nonvegetated,Natural,SNB20,,,,,0,0,
Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-55,Wisner Wildlife Mgmt area,4/28/2005,4:12 PM,29.1859,-90.1497,1,1,20,24,27.5,6.599999905,410,4.5,-999,58,60,52,63,65,Open water,Nonvegetated,Nonvegetated,Natural,SNB5,,,,,0,0,
Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-56,Wisner Wildlife Mgmt area,4/28/2005,4:53 PM,29.1897,-90.1461,1,1,21,24,27.29999924,6.5,227,5.400000095,-999,52,53,54,51,52,Open water,Nonvegetated,Nonvegetated,Natural,SNB5,,,,,0,0,
Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-57,Wisner Wildlife Mgmt area,4/28/2005,6:23 PM,29.2417,-90.1434,1,1,22,22,25.29999924,6.099999905,512,20,-999,64,64,65,66,67,Open water,Nonvegetated,Nonvegetated,Natural,SNB20,,,,,0,0,
Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-58,Wisner Wildlife Mgmt area,4/29/2005,1:02 PM,29.2072,-90.1793,1,1,22,23,26.39999962,7,139,4.099999905,-999,51,50,52,56,59,Open water,Nonvegetated,Nonvegetated,Natural,SNB5,,,,,0,0,
Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-59,Wisner Wildlife Mgmt area,4/29/2005,1:27 PM,29.2192,-90.1747,1,1,22,23,25.39999962,6,283,21,-999,75,78,78,79,80,Open water,Nonvegetated,Nonvegetated,Natural,SNB20,,,,,0,0,
Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-60,Wisner Wildlife Mgmt area,4/29/2005,1:47 PM,29.2163,-90.1593,1,1,23,24,26.10000038,7,304,50,-999,84,86,87,88,88,Open water,Nonvegetated,Nonvegetated,Natural,SNB50,Use as alternate for sample #33,,,,0,0,
Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-61,Wisner Wildlife Mgmt area,4/29/2005,2:22 PM,29.2468,-90.1414,1,1,23,22,26.20000076,6.400000095,478,48,-999,89,89,92,86,88,Open water,Nonvegetated,Nonvegetated,Natural,SNB50,,,,,0,0,
Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-62,Wisner Wildlife Mgmt area,4/29/2005,3:06 PM,29.2524,-90.16,1,1,20,20,26.39999962,6.5,390,19,-999,97,98,98,99,100,Open water,Nonvegetated,Nonvegetated,Natural,SNB20,,,,,0,0,
Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-63,Wisner Wildlife Mgmt area,4/29/2005,3:30 PM,29.2411,-90.1732,1,1,20,22,26.70000076,6.5,178,49,-999,90,90,91,92,89,Open water,Nonvegetated,Nonvegetated,Natural,SNB50,,,,,0,0,
Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-64,Wisner Wildlife Mgmt area,4/29/2005,4:15 PM,29.2332,-90.1776,1,1,20,19,26.79999924,7,218,5.199999809,-999,111,111,112,109,108,Open water,Nonvegetated,Nonvegetated,Natural,SNB5,,,,,0,0,
